#interval	max_mem_used_MB	min_mem_available_MB	max_disk_space_used_GB	max_mem_utilization_percent	max_disk_space_utilization_percent	max_cpu_utilization_percent
312	474.4921875	489.96484375	128.427845001221	49.1978566307953	62.1685539759803	-
313	474.62109375	489.8359375	128.575904846191	49.2112223117768	62.2402258666333	-
314	474.609375	489.84765625	128.779750823975	49.2100072498694	62.3389023621587	-
315	492.5703125	471.88671875	128.911170959473	51.0722921332842	62.4025194055434	-
316	493.01171875	471.4453125	129.039981842041	51.1180594651297	62.4648733779671	83.0
317	492.83984375	471.6171875	129.176681518555	51.1002385571545	62.5310461087932	-
318	492.796875	471.66015625	129.337734222412	51.0957833301607	62.6090075019213	-
319	493.0	471.45703125	129.469390869141	51.1168444032223	62.6727390341943	-
320	492.78515625	471.671875	129.614406585693	51.0945682682533	62.7429373420596	-
321	492.65625	471.80078125	129.770977020264	51.0812025872718	62.8187289860955	83.0
322	492.90234375	471.5546875	129.92223739624	51.1067188873273	62.8919501699301	-
323	474.30078125	490.15625	130.100811004639	49.1780106196411	62.9783929737652	-
324	474.30078125	490.15625	130.241352081299	49.1780106196411	63.0464252257282	-
325	474.421875	490.03515625	130.398769378662	49.1905662593509	63.1226268138479	-
326	493.34375	471.11328125	130.495861053467	51.1524862191729	63.1696263490784	83.0
327	474.40234375	490.0546875	130.68920135498	49.1885411561719	63.2632173220506	-
328	474.578125	489.87890625	130.834941864014	49.206767084783	63.3337664829606	-
329	474.2421875	490.21484375	130.96068572998	49.171935310104	63.3946357930268	-
330	493.24609375	471.2109375	131.097927093506	51.1423607032778	63.4610707403389	-
331	494.7734375	469.68359375	131.277523040771	51.3007237718762	63.5480084316265	83.0
332	474.9765625	489.48046875	131.454429626465	49.2480791896347	63.6336442734588	-
333	474.265625	490.19140625	131.584167480469	49.1743654339189	63.6964469684607	-
334	492.62109375	471.8359375	131.702590942383	51.0775574015496	63.7537726627754	-
335	493.5078125	470.94921875	131.856941223145	51.1694970858765	63.8284895885375	-
336	492.60546875	471.8515625	132.025791168213	51.0759373190064	63.9102254217886	83.0
337	474.28125	490.17578125	132.151950836182	49.1759855164621	63.9712960107067	-
338	492.83984375	471.6171875	132.281890869141	51.1002385571545	64.0341965752422	-
339	492.87109375	471.5859375	132.429752349854	51.1034787222409	64.1057724429567	-
340	474.63671875	489.8203125	132.61653137207	49.21284239432	64.1961872725768	-
341	492.609375	471.84765625	132.731159210205	51.0763423396422	64.2516756048942	82.0
342	492.6796875	471.77734375	132.884952545166	51.0836327110866	64.3261229277904	-
343	474.23828125	490.21875	133.055313110352	49.1715302894683	64.4085900126505	-
344	474.18359375	490.2734375	133.179466247559	49.165860000567	64.4686892926132	-
345	474.36328125	490.09375	133.348052978516	49.1844909498139	64.5502977108113	-
346	474.375	490.08203125	133.483791351318	49.1857060117213	64.6160050997044	83.0
347	474.35546875	490.1015625	133.625793457031	49.1836809085423	64.6847445975417	-
